topology,network_realization,graph_seed,contact_probability,duration_years,ignitions,agent_replicates,ignition_probability,median_final_repertoire,median_first_ignition_year_if_any,density,clustering,mean_shortest_path,degree_cv,modularity
Scale-free,5,20270099,0.18,1500,6,8,0.75,27.56875,3825.0,0.2333333333333333,0.3361111111111111,2.033333333333333,0.5624291338579865,0.2831632653061225
Scale-free,6,20270100,0.18,1500,8,8,1.0,27.660937500000003,3550.0,0.2333333333333333,0.4727813852813852,2.0,0.6776309271789385,0.2857142857142857
Scale-free,7,20270101,0.18,1500,7,8,0.875,27.5609375,3837.5,0.2333333333333333,0.44375,2.0416666666666665,0.6308400618805605,0.3156887755102041
Scale-free,8,20270102,0.18,1500,8,8,1.0,27.7609375,3600.0,0.2333333333333333,0.4989087301587301,2.033333333333333,0.67005939426049,0.2665816326530612
Scale-free,9,20270103,0.18,1500,6,8,0.75,27.6265625,3750.0,0.2333333333333333,0.2446428571428571,2.091666666666667,0.5050762722761054,0.2723214285714285
Scale-free,10,20270104,0.18,1500,6,8,0.75,27.223437500000003,3775.0,0.2333333333333333,0.314484126984127,1.975,0.662401321106836,0.2283163265306122
Scale-free,11,20270105,0.18,1500,5,8,0.625,27.4796875,3662.5,0.2333333333333333,0.1805555555555555,1.9666666666666663,0.5976143046671968,0.2525510204081633
Scale-free,12,20270106,0.18,1500,8,8,1.0,27.534375,3650.0,0.2333333333333333,0.3361607142857142,2.075,0.5248906591678238,0.3003826530612245
Scale-free,13,20270107,0.18,1500,6,8,0.75,26.8453125,4050.0,0.2333333333333333,0.3604166666666666,2.1083333333333334,0.5248906591678238,0.2774234693877551
Scale-free,14,20270108,0.18,1500,6,8,0.75,27.503125,3775.0,0.2333333333333333,0.2169642857142857,2.1166666666666667,0.4738035414793428,0.2646683673469387
Scale-free,15,20270109,0.18,1500,8,8,1.0,27.51875,3687.5,0.2333333333333333,0.3610119047619047,1.9833333333333332,0.5802884574739972,0.2480867346938775
Scale-free,16,20270110,0.18,1500,7,8,0.875,27.65625,3775.0,0.2333333333333333,0.3705357142857143,2.075,0.4738035414793428,0.2735969387755103
Scale-free,17,20270111,0.18,1500,5,8,0.625,27.0390625,3837.5,0.2333333333333333,0.5194444444444445,2.05,0.5976143046671968,0.2799744897959184
Scale-free,18,20270112,0.18,1500,7,8,0.875,27.4859375,3700.0,0.2333333333333333,0.1694444444444444,2.0,0.6776309271789385,0.2493622448979592
Scale-free,19,20270113,0.18,1500,8,8,1.0,27.85,3550.0,0.2333333333333333,0.6151830808080808,1.9583333333333333,0.762648446573665,0.288265306122449
Small-world,0,20292866,0.02,1500,0,8,0.0,6.456250000000001,4750.0,0.2666666666666666,0.4312499999999999,2.1666666666666665,0.1767766952966369,0.35205078125
Small-world,1,20292867,0.02,1500,0,8,0.0,6.3765625,6625.0,0.2666666666666666,0.4583333333333333,2.2666666666666666,0.1530931089239486,0.3515625
Small-world,2,20292868,0.02,1500,0,8,0.0,7.5109375,5525.0,0.2666666666666666,0.5,2.4,0.0,0.375
Small-world,3,20292869,0.02,1500,0,8,0.0,10.0125,5650.0,0.2666666666666666,0.4125,2.1416666666666666,0.1767766952966369,0.38232421875
Small-world,4,20292870,0.02,1500,0,8,0.0,6.90625,4850.0,0.2666666666666666,0.3145833333333333,2.05,0.2165063509461096,0.34130859375
Small-world,5,20292871,0.02,1500,0,8,0.0,5.2015625,4300.0,0.2666666666666666,0.4020833333333333,2.158333333333333,0.1530931089239486,0.38427734375
Small-world,6,20292872,0.02,1500,0,8,0.0,8.0953125,6312.5,0.2666666666666666,0.3791666666666666,2.091666666666667,0.2338535866733713,0.37744140625
Small-world,7,20292873,0.02,1500,0,8,0.0,6.5796875,4425.0,0.2666666666666666,0.425,2.1416666666666666,0.1767766952966369,0.32568359375
Small-world,8,20292874,0.02,1500,0,8,0.0,8.734375,4475.0,0.2666666666666666,0.4819940476190476,2.083333333333333,0.3535533905932738,0.333984375
Small-world,9,20292875,0.02,1500,1,8,0.125,9.76875,4550.0,0.2666666666666666,0.2208333333333333,2.0,0.1530931089239486,0.29248046875
Small-world,10,20292876,0.02,1500,0,8,0.0,6.484375,4775.0,0.2666666666666666,0.34375,2.0083333333333333,0.1530931089239486,0.380859375
Small-world,11,20292877,0.02,1500,1,8,0.125,10.509375,4162.5,0.2666666666666666,0.4645833333333333,2.216666666666667,0.1530931089239486,0.38427734375
Small-world,12,20292878,0.02,1500,0,8,0.0,9.140625,5925.0,0.2666666666666666,0.2958333333333333,2.175,0.125,0.32568359375
Small-world,13,20292879,0.02,1500,1,8,0.125,7.2578125,4137.5,0.2666666666666666,0.3458333333333333,2.058333333333333,0.1767766952966369,0.34326171875
Small-world,14,20292880,0.02,1500,0,8,0.0,9.1296875,4950.0,0.2666666666666666,0.3999999999999999,2.058333333333333,0.1976423537605237,0.38037109375
Small-world,15,20292881,0.02,1500,1,8,0.125,5.9609375,4900.0,0.2666666666666666,0.2833333333333333,2.075,0.2165063509461096,0.3046875
Small-world,16,20292882,0.02,1500,0,8,0.0,6.815625,6875.0,0.2666666666666666,0.4666666666666667,2.3833333333333333,0.125,0.40869140625
Small-world,17,20292883,0.02,1500,0,8,0.0,6.4578125,6050.0,0.2666666666666666,0.38125,2.183333333333333,0.125,0.32666015625
Small-world,18,20292884,0.02,1500,0,8,0.0,6.021875,8050.0,0.2666666666666666,0.3625,2.158333333333333,0.1976423537605237,0.37646484375
Small-world,19,20292885,0.02,1500,0,8,0.0,7.1484375,4200.0,0.2666666666666666,0.4583333333333333,2.3,0.0883883476483184,0.38232421875
Small-world,0,20333975,0.04,1500,2,8,0.25,12.259375,4125.0,0.2666666666666666,0.5208333333333334,2.2333333333333334,0.1530931089239486,0.4296875
Small-world,1,20333976,0.04,1500,2,8,0.25,12.2796875,4300.0,0.2666666666666666,0.2604166666666667,2.083333333333333,0.1530931089239486,0.27294921875
Small-world,2,20333977,0.04,1500,1,8,0.125,12.590625,4250.0,0.2666666666666666,0.34375,2.066666666666667,0.125,0.31396484375
Small-world,3,20333978,0.04,1500,1,8,0.125,9.9375,4400.0,0.2666666666666666,0.2625,2.0166666666666666,0.1530931089239486,0.30712890625
Small-world,4,20333979,0.04,1500,1,8,0.125,8.7265625,4625.0,0.2666666666666666,0.20625,1.975,0.2651650429449553,0.30029296875
Small-world,5,20333980,0.04,1500,0,8,0.0,10.7546875,4062.5,0.2666666666666666,0.2625,1.9416666666666669,0.2651650429449553,0.25927734375
Small-world,6,20333981,0.04,1500,1,8,0.125,13.896875,3975.0,0.2666666666666666,0.4875,2.208333333333333,0.1767766952966369,0.41650390625
Small-world,7,20333982,0.04,1500,0,8,0.0,8.9109375,4500.0,0.2666666666666666,0.3520833333333333,2.208333333333333,0.1767766952966369,0.37939453125
Small-world,8,20333983,0.04,1500,0,8,0.0,11.9171875,4250.0,0.2666666666666666,0.3541666666666667,2.0083333333333333,0.1976423537605237,0.35400390625
Small-world,9,20333984,0.04,1500,2,8,0.25,14.0140625,5025.0,0.2666666666666666,0.4125,2.1666666666666665,0.125,0.35693359375
Small-world,10,20333985,0.04,1500,2,8,0.25,11.746875,4275.0,0.2666666666666666,0.3916666666666666,2.083333333333333,0.2338535866733713,0.40576171875
Small-world,11,20333986,0.04,1500,2,8,0.25,12.096875,3900.0,0.2666666666666666,0.3145833333333333,2.066666666666667,0.25,0.3125
Small-world,12,20333987,0.04,1500,1,8,0.125,9.7046875,4525.0,0.2666666666666666,0.3919642857142857,2.091666666666667,0.3061862178478972,0.34130859375
Small-world,13,20333988,0.04,1500,1,8,0.125,10.8265625,4250.0,0.2666666666666666,0.2958333333333333,2.1333333333333333,0.2165063509461096,0.33056640625
Small-world,14,20333989,0.04,1500,0,8,0.0,7.671875,6875.0,0.2666666666666666,0.3020833333333333,2.0,0.1976423537605237,0.3046875
Small-world,15,20333990,0.04,1500,0,8,0.0,12.5359375,4275.0,0.2666666666666666,0.3541666666666666,2.1,0.1976423537605237,0.36181640625
Small-world,16,20333991,0.04,1500,0,8,0.0,7.053125,9000.0,0.2666666666666666,0.4354166666666667,2.2416666666666667,0.0883883476483184,0.34716796875
Small-world,17,20333992,0.04,1500,2,8,0.25,9.08125,4675.0,0.2666666666666666,0.3625,2.175,0.0883883476483184,0.34326171875
Small-world,18,20333993,0.04,1500,1,8,0.125,10.5625,4150.0,0.2666666666666666,0.4604166666666666,2.2,0.2165063509461096,0.39501953125
Small-world,19,20333994,0.04,1500,1,8,0.125,13.665625,4350.0,0.2666666666666666,0.475,2.25,0.125,0.439453125
Small-world,0,20365439,0.06,1500,3,8,0.375,12.6828125,3950.0,0.2666666666666666,0.3166666666666666,2.058333333333333,0.1530931089239486,0.3037109375
Small-world,1,20365440,0.06,1500,3,8,0.375,12.9625,4162.5,0.2666666666666666,0.4729166666666666,2.2666666666666666,0.0883883476483184,0.37841796875
Small-world,2,20365441,0.06,1500,3,8,0.375,15.078125,4050.0,0.2666666666666666,0.3979166666666666,2.1666666666666665,0.125,0.34130859375
Small-world,3,20365442,0.06,1500,3,8,0.375,16.065625,3775.0,0.2666666666666666,0.4312499999999999,2.091666666666667,0.1976423537605237,0.37060546875
Small-world,4,20365443,0.06,1500,2,8,0.25,12.3703125,4300.0,0.2666666666666666,0.3375,2.1,0.2651650429449553,0.30029296875
Small-world,5,20365444,0.06,1500,4,8,0.5,18.234375,3750.0,0.2666666666666666,0.3604166666666666,2.1,0.125,0.35302734375
Small-world,6,20365445,0.06,1500,1,8,0.125,12.3625,4137.5,0.2666666666666666,0.4645833333333333,2.2916666666666665,0.1530931089239486,0.35107421875
Small-world,7,20365446,0.06,1500,4,8,0.5,21.5453125,4012.5,0.2666666666666666,0.4145833333333333,2.2416666666666667,0.0883883476483184,0.34912109375
Small-world,8,20365447,0.06,1500,4,8,0.5,18.896875,3775.0,0.2666666666666666,0.3729166666666667,2.1,0.1976423537605237,0.27978515625
Small-world,9,20365448,0.06,1500,2,8,0.25,14.640625,4275.0,0.2666666666666666,0.3979166666666666,2.15,0.1976423537605237,0.36279296875
Small-world,10,20365449,0.06,1500,2,8,0.25,11.3125,4175.0,0.2666666666666666,0.2916666666666667,2.058333333333333,0.1976423537605237,0.27099609375
Small-world,11,20365450,0.06,1500,3,8,0.375,15.584375,3987.5,0.2666666666666666,0.3395833333333333,2.158333333333333,0.125,0.33935546875
Small-world,12,20365451,0.06,1500,4,8,0.5,19.78125,4037.5,0.2666666666666666,0.24375,1.975,0.25,0.27880859375
Small-world,13,20365452,0.06,1500,1,8,0.125,10.090625,4350.0,0.2666666666666666,0.4229166666666666,2.175,0.125,0.35205078125
Small-world,14,20365453,0.06,1500,3,8,0.375,17.971875,4100.0,0.2666666666666666,0.4604166666666666,2.2333333333333334,0.1530931089239486,0.38427734375
Small-world,15,20365454,0.06,1500,4,8,0.5,18.8109375,3825.0,0.2666666666666666,0.4020833333333333,2.083333333333333,0.2338535866733713,0.37548828125
Small-world,16,20365455,0.06,1500,3,8,0.375,14.5765625,3750.0,0.2666666666666666,0.3735119047619047,2.025,0.2931509849889643,0.365234375
Small-world,17,20365456,0.06,1500,3,8,0.375,15.565625,4025.0,0.2666666666666666,0.2916666666666667,2.125,0.1767766952966369,0.32666015625
Small-world,18,20365457,0.06,1500,2,8,0.25,17.565624999999997,3900.0,0.2666666666666666,0.4354166666666667,2.275,0.0883883476483184,0.35302734375
Small-world,19,20365458,0.06,1500,3,8,0.375,16.1421875,3825.0,0.2666666666666666,0.4770833333333333,2.2666666666666666,0.0883883476483184,0.3828125
Small-world,0,20271352,0.08,1500,5,8,0.625,21.4046875,3850.0,0.2666666666666666,0.33125,2.1333333333333333,0.1530931089239486,0.3515625
Small-world,1,20271353,0.08,1500,4,8,0.5,18.6890625,3950.0,0.2666666666666666,0.3291666666666666,2.066666666666667,0.1767766952966369,0.34716796875
Small-world,2,20271354,0.08,1500,2,8,0.25,10.6578125,4225.0,0.2666666666666666,0.3291666666666666,2.0083333333333333,0.2165063509461096,0.318359375
Small-world,3,20271355,0.08,1500,5,8,0.625,23.2953125,3725.0,0.2666666666666666,0.31875,2.05,0.25,0.30712890625
Small-world,4,20271356,0.08,1500,5,8,0.625,22.46875,3937.5,0.2666666666666666,0.4229166666666666,2.1333333333333333,0.2338535866733713,0.40869140625
Small-world,5,20271357,0.08,1500,4,8,0.5,19.44375,3825.0,0.2666666666666666,0.4125,2.125,0.1530931089239486,0.3671875
Small-world,6,20271358,0.08,1500,4,8,0.5,18.0578125,4225.0,0.2666666666666666,0.3625,2.083333333333333,0.1530931089239486,0.3828125
Small-world,7,20271359,0.08,1500,6,8,0.75,24.0921875,3750.0,0.2666666666666666,0.3354166666666666,2.1083333333333334,0.1530931089239486,0.37060546875
Small-world,8,20271360,0.08,1500,6,8,0.75,25.41875,3825.0,0.2666666666666666,0.34375,2.058333333333333,0.2651650429449553,0.326171875
Small-world,9,20271361,0.08,1500,3,8,0.375,17.9765625,3800.0,0.2666666666666666,0.35,1.9916666666666667,0.2338535866733713,0.291015625
Small-world,10,20271362,0.08,1500,6,8,0.75,26.075,3700.0,0.2666666666666666,0.3145833333333333,2.0083333333333333,0.1530931089239486,0.29052734375
Small-world,11,20271363,0.08,1500,3,8,0.375,12.1140625,3900.0,0.2666666666666666,0.4395833333333333,2.058333333333333,0.2165063509461096,0.35888671875
Small-world,12,20271364,0.08,1500,4,8,0.5,20.003125,3812.5,0.2666666666666666,0.2729166666666666,2.033333333333333,0.2338535866733713,0.28173828125
Small-world,13,20271365,0.08,1500,4,8,0.5,20.065625,3750.0,0.2666666666666666,0.35625,2.025,0.2165063509461096,0.31884765625
Small-world,14,20271366,0.08,1500,2,8,0.25,13.4609375,4000.0,0.2666666666666666,0.4354166666666667,2.25,0.0883883476483184,0.34716796875
Small-world,15,20271367,0.08,1500,3,8,0.375,16.5234375,3925.0,0.2666666666666666,0.4875,2.216666666666667,0.2338535866733713,0.38818359375
Small-world,16,20271368,0.08,1500,3,8,0.375,11.3203125,3900.0,0.2666666666666666,0.48125,2.25,0.25,0.34326171875
Small-world,17,20271369,0.08,1500,4,8,0.5,17.109375,4100.0,0.2666666666666666,0.3645833333333333,2.158333333333333,0.0883883476483184,0.40380859375
Small-world,18,20271370,0.08,1500,2,8,0.25,9.35,4512.5,0.2666666666666666,0.3583333333333333,2.0416666666666665,0.2165063509461096,0.3115234375
Small-world,19,20271371,0.08,1500,3,8,0.375,15.8625,3737.5,0.2666666666666666,0.4770833333333333,2.325,0.0883883476483184,0.375
Small-world,0,20285784,0.12,1500,5,8,0.625,21.4921875,4262.5,0.2666666666666666,0.21875,2.025,0.2165063509461096,0.26025390625
Small-world,1,20285785,0.12,1500,8,8,1.0,27.5046875,3525.0,0.2666666666666666,0.3479166666666666,2.05,0.25,0.3271484375
Small-world,2,20285786,0.12,1500,6,8,0.75,27.489062500000003,3500.0,0.2666666666666666,0.1979166666666666,2.0166666666666666,0.1767766952966369,0.25927734375
Small-world,3,20285787,0.12,1500,7,8,0.875,27.765625,3637.5,0.2666666666666666,0.2416666666666666,1.9916666666666667,0.1976423537605237,0.31298828125
Small-world,4,20285788,0.12,1500,4,8,0.5,18.09375,3950.0,0.2666666666666666,0.4354166666666667,2.25,0.0883883476483184,0.35302734375
Small-world,5,20285789,0.12,1500,6,8,0.75,24.9140625,3812.5,0.2666666666666666,0.3979166666666666,2.225,0.125,0.38232421875
Small-world,6,20285790,0.12,1500,7,8,0.875,27.9015625,3575.0,0.2666666666666666,0.4354166666666667,2.2666666666666666,0.0883883476483184,0.35302734375
Small-world,7,20285791,0.12,1500,7,8,0.875,27.690625,3750.0,0.2666666666666666,0.3541666666666667,2.0416666666666665,0.2338535866733713,0.37060546875
Small-world,8,20285792,0.12,1500,4,8,0.5,23.9375,3887.5,0.2666666666666666,0.4416666666666666,2.1666666666666665,0.1767766952966369,0.4033203125
Small-world,9,20285793,0.12,1500,4,8,0.5,21.9953125,3775.0,0.2666666666666666,0.5,2.3583333333333334,0.25,0.38525390625
Small-world,10,20285794,0.12,1500,8,8,1.0,27.578125,3500.0,0.2666666666666666,0.3857142857142857,2.083333333333333,0.2651650429449553,0.32275390625
Small-world,11,20285795,0.12,1500,6,8,0.75,27.575,3900.0,0.2666666666666666,0.325,2.075,0.1976423537605237,0.32080078125
Small-world,12,20285796,0.12,1500,6,8,0.75,27.44375,3662.5,0.2666666666666666,0.2708333333333333,2.058333333333333,0.1767766952966369,0.31298828125
Small-world,13,20285797,0.12,1500,4,8,0.5,21.3796875,3825.0,0.2666666666666666,0.3687499999999999,2.083333333333333,0.1530931089239486,0.3232421875
Small-world,14,20285798,0.12,1500,6,8,0.75,25.6015625,3800.0,0.2666666666666666,0.3770833333333333,2.091666666666667,0.1767766952966369,0.30712890625
Small-world,15,20285799,0.12,1500,7,8,0.875,27.8140625,3575.0,0.2666666666666666,0.33125,2.05,0.1976423537605237,0.34326171875
Small-world,16,20285800,0.12,1500,8,8,1.0,27.496875,3675.0,0.2666666666666666,0.375,2.1166666666666667,0.1767766952966369,0.33935546875
Small-world,17,20285801,0.12,1500,6,8,0.75,27.525,3475.0,0.2666666666666666,0.3333333333333333,2.091666666666667,0.1976423537605237,0.33935546875
Small-world,18,20285802,0.12,1500,7,8,0.875,27.809375000000003,3587.5,0.2666666666666666,0.4416666666666666,2.316666666666667,0.2165063509461096,0.37255859375
Small-world,19,20285803,0.12,1500,7,8,0.875,27.5421875,3637.5,0.2666666666666666,0.3687499999999999,2.091666666666667,0.1767766952966369,0.35986328125
Small-world,0,20295969,0.18,1500,8,8,1.0,27.645312500000003,3637.5,0.2666666666666666,0.2875,2.091666666666667,0.25,0.27685546875
Small-world,1,20295970,0.18,1500,8,8,1.0,27.871875,3650.0,0.2666666666666666,0.2875,2.058333333333333,0.1976423537605237,0.33544921875
Small-world,2,20295971,0.18,1500,6,8,0.75,27.59375,3825.0,0.2666666666666666,0.3416666666666667,2.066666666666667,0.1530931089239486,0.33642578125
Small-world,3,20295972,0.18,1500,7,8,0.875,27.6625,3650.0,0.2666666666666666,0.3958333333333333,2.15,0.1767766952966369,0.38037109375
Small-world,4,20295973,0.18,1500,7,8,0.875,27.75625,3562.5,0.2666666666666666,0.4916666666666666,2.35,0.1767766952966369,0.3984375
Small-world,5,20295974,0.18,1500,8,8,1.0,27.815625,3475.0,0.2666666666666666,0.2312499999999999,2.05,0.2338535866733713,0.29638671875
Small-world,6,20295975,0.18,1500,6,8,0.75,27.5,3850.0,0.2666666666666666,0.2520833333333333,2.025,0.25,0.28759765625
Small-world,7,20295976,0.18,1500,7,8,0.875,27.6171875,3625.0,0.2666666666666666,0.3395833333333333,2.1,0.1767766952966369,0.37939453125
Small-world,8,20295977,0.18,1500,6,8,0.75,27.40625,3500.0,0.2666666666666666,0.3479166666666666,2.1166666666666667,0.1767766952966369,0.34423828125
Small-world,9,20295978,0.18,1500,8,8,1.0,27.5875,3600.0,0.2666666666666666,0.3625,2.1083333333333334,0.1976423537605237,0.39892578125
Small-world,10,20295979,0.18,1500,7,8,0.875,27.6171875,3675.0,0.2666666666666666,0.3354166666666666,2.1083333333333334,0.2165063509461096,0.35009765625
Small-world,11,20295980,0.18,1500,7,8,0.875,27.6734375,3725.0,0.2666666666666666,0.2931547619047619,2.033333333333333,0.2651650429449553,0.33251953125
Small-world,12,20295981,0.18,1500,8,8,1.0,27.5125,3487.5,0.2666666666666666,0.3181547619047619,2.033333333333333,0.2931509849889643,0.283203125
Small-world,13,20295982,0.18,1500,5,8,0.625,27.184375,3600.0,0.2666666666666666,0.3354166666666666,1.9833333333333332,0.2338535866733713,0.3232421875
Small-world,14,20295983,0.18,1500,8,8,1.0,27.590625000000003,3750.0,0.2666666666666666,0.4166666666666666,2.1666666666666665,0.1530931089239486,0.38232421875
Small-world,15,20295984,0.18,1500,8,8,1.0,27.7015625,3650.0,0.2666666666666666,0.2708333333333333,2.025,0.125,0.35107421875
Small-world,16,20295985,0.18,1500,8,8,1.0,27.4578125,3612.5,0.2666666666666666,0.31875,1.9583333333333333,0.2338535866733713,0.30810546875
Small-world,17,20295986,0.18,1500,7,8,0.875,26.567187500000003,3900.0,0.2666666666666666,0.4770833333333333,2.1666666666666665,0.2795084971874737,0.40673828125
Small-world,18,20295987,0.18,1500,7,8,0.875,27.8109375,3600.0,0.2666666666666666,0.3375,2.1416666666666666,0.1767766952966369,0.33642578125
Small-world,19,20295988,0.18,1500,5,8,0.625,27.6875,3712.5,0.2666666666666666,0.31875,2.0166666666666666,0.1530931089239486,0.36279296875
