topology,network_realization,graph_seed,contact_probability,duration_years,ignitions,agent_replicates,ignition_probability,median_final_repertoire,median_first_ignition_year_if_any,density,clustering,mean_shortest_path,degree_cv,modularity
Gravity,3,20336995,0.02,1500,1,8,0.125,6.58125,4300.0,1.0,1.0,1.0,0.0,0.0
Gravity,4,20336996,0.02,1500,0,8,0.0,8.1203125,4512.5,1.0,1.0,1.0,0.0,0.0
Gravity,5,20336997,0.02,1500,0,8,0.0,8.215625,7350.0,1.0,1.0,1.0,0.0,0.0
Gravity,6,20336998,0.02,1500,2,8,0.25,11.3203125,4537.5,1.0,1.0,1.0,0.0,0.0
Gravity,7,20336999,0.02,1500,1,8,0.125,9.5453125,4387.5,1.0,1.0,1.0,0.0,0.0
Gravity,8,20337000,0.02,1500,0,8,0.0,6.053125,6650.0,1.0,1.0,1.0,0.0,0.0
Gravity,9,20337001,0.02,1500,0,8,0.0,9.3734375,5275.0,1.0,1.0,1.0,0.0,0.0
Gravity,10,20337002,0.02,1500,2,8,0.25,14.615625,4375.0,1.0,1.0,1.0,0.0,0.0
Gravity,11,20337003,0.02,1500,0,8,0.0,7.3921875,6687.5,1.0,1.0,1.0,0.0,0.0
Gravity,12,20337004,0.02,1500,0,8,0.0,9.134375,4525.0,1.0,1.0,1.0,0.0,0.0
Gravity,13,20337005,0.02,1500,1,8,0.125,9.615625,4662.5,1.0,1.0,1.0,0.0,0.0
Gravity,14,20337006,0.02,1500,1,8,0.125,14.01875,4400.0,1.0,1.0,1.0,0.0,0.0
Gravity,15,20337007,0.02,1500,0,8,0.0,5.973437499999999,5025.0,1.0,1.0,1.0,0.0,0.0
Gravity,16,20337008,0.02,1500,1,8,0.125,10.634375,4500.0,1.0,1.0,1.0,0.0,0.0
Gravity,17,20337009,0.02,1500,0,8,0.0,7.135937500000001,6225.0,1.0,1.0,1.0,0.0,0.0
Gravity,18,20337010,0.02,1500,0,8,0.0,7.6578125,5837.5,1.0,1.0,1.0,0.0,0.0
Gravity,19,20337011,0.02,1500,2,8,0.25,10.85,4325.0,1.0,1.0,1.0,0.0,0.0
Gravity,0,20271701,0.04,1500,2,8,0.25,14.434375,4050.0,1.0,1.0,1.0,0.0,0.0
Gravity,1,20271702,0.04,1500,5,8,0.625,19.7484375,3925.0,1.0,1.0,1.0,0.0,0.0
Gravity,2,20271703,0.04,1500,4,8,0.5,19.7578125,4062.5,1.0,1.0,1.0,0.0,0.0
Gravity,3,20271704,0.04,1500,3,8,0.375,17.4765625,4175.0,1.0,1.0,1.0,0.0,0.0
Gravity,4,20271705,0.04,1500,4,8,0.5,19.221875,4487.5,1.0,1.0,1.0,0.0,0.0
Gravity,5,20271706,0.04,1500,2,8,0.25,11.0828125,3925.0,1.0,1.0,1.0,0.0,0.0
Gravity,6,20271707,0.04,1500,0,8,0.0,9.303125,4725.0,1.0,1.0,1.0,0.0,0.0
Gravity,7,20271708,0.04,1500,3,8,0.375,7.059375,4275.0,1.0,1.0,1.0,0.0,0.0
Gravity,8,20271709,0.04,1500,2,8,0.25,13.8140625,3875.0,1.0,1.0,1.0,0.0,0.0
Gravity,9,20271710,0.04,1500,4,8,0.5,19.8828125,3875.0,1.0,1.0,1.0,0.0,0.0
Gravity,10,20271711,0.04,1500,1,8,0.125,13.79375,4400.0,1.0,1.0,1.0,0.0,0.0
Gravity,11,20271712,0.04,1500,3,8,0.375,12.10625,3825.0,1.0,1.0,1.0,0.0,0.0
Gravity,12,20271713,0.04,1500,1,8,0.125,12.6375,4625.0,1.0,1.0,1.0,0.0,0.0
Gravity,13,20271714,0.04,1500,3,8,0.375,11.9015625,3875.0,1.0,1.0,1.0,0.0,0.0
Gravity,14,20271715,0.04,1500,3,8,0.375,13.6328125,4012.5,1.0,1.0,1.0,0.0,0.0
Gravity,15,20271716,0.04,1500,3,8,0.375,11.64375,4425.0,1.0,1.0,1.0,0.0,0.0
Gravity,16,20271717,0.04,1500,1,8,0.125,13.9875,4287.5,1.0,1.0,1.0,0.0,0.0
Gravity,17,20271718,0.04,1500,1,8,0.125,12.0375,4025.0,1.0,1.0,1.0,0.0,0.0
Gravity,18,20271719,0.04,1500,5,8,0.625,19.534375,4012.5,1.0,1.0,1.0,0.0,0.0
Gravity,19,20271720,0.04,1500,2,8,0.25,8.5328125,4200.0,1.0,1.0,1.0,0.0,0.0
Gravity,0,20357434,0.06,1500,5,8,0.625,22.3375,3975.0,1.0,1.0,1.0,0.0,0.0
Gravity,1,20357435,0.06,1500,6,8,0.75,22.0265625,4012.5,1.0,1.0,1.0,0.0,0.0
Gravity,2,20357436,0.06,1500,5,8,0.625,23.606250000000003,3925.0,1.0,1.0,1.0,0.0,0.0
Gravity,3,20357437,0.06,1500,3,8,0.375,12.64375,4725.0,1.0,1.0,1.0,0.0,0.0
Gravity,4,20357438,0.06,1500,2,8,0.25,15.028125,4375.0,1.0,1.0,1.0,0.0,0.0
Gravity,5,20357439,0.06,1500,4,8,0.5,16.84375,4300.0,1.0,1.0,1.0,0.0,0.0
Gravity,6,20357440,0.06,1500,6,8,0.75,25.3515625,3687.5,1.0,1.0,1.0,0.0,0.0
Gravity,7,20357441,0.06,1500,5,8,0.625,24.721875,3850.0,1.0,1.0,1.0,0.0,0.0
Gravity,8,20357442,0.06,1500,4,8,0.5,19.6609375,3987.5,1.0,1.0,1.0,0.0,0.0
Gravity,9,20357443,0.06,1500,8,8,1.0,26.38125,3862.5,1.0,1.0,1.0,0.0,0.0
Gravity,10,20357444,0.06,1500,5,8,0.625,24.8296875,3650.0,1.0,1.0,1.0,0.0,0.0
Gravity,11,20357445,0.06,1500,2,8,0.25,14.328125,3837.5,1.0,1.0,1.0,0.0,0.0
Gravity,12,20357446,0.06,1500,6,8,0.75,22.471875,3812.5,1.0,1.0,1.0,0.0,0.0
Gravity,13,20357447,0.06,1500,5,8,0.625,24.196875,3762.5,1.0,1.0,1.0,0.0,0.0
Gravity,14,20357448,0.06,1500,2,8,0.25,13.5828125,4237.5,1.0,1.0,1.0,0.0,0.0
Gravity,15,20357449,0.06,1500,2,8,0.25,11.059375,4175.0,1.0,1.0,1.0,0.0,0.0
Gravity,16,20357450,0.06,1500,4,8,0.5,19.0078125,4162.5,1.0,1.0,1.0,0.0,0.0
Gravity,17,20357451,0.06,1500,2,8,0.25,16.14375,4075.0,1.0,1.0,1.0,0.0,0.0
Gravity,18,20357452,0.06,1500,2,8,0.25,12.5796875,4087.5,1.0,1.0,1.0,0.0,0.0
Gravity,19,20357453,0.06,1500,5,8,0.625,19.4171875,3775.0,1.0,1.0,1.0,0.0,0.0
Gravity,0,20351987,0.08,1500,3,8,0.375,17.50625,4000.0,1.0,1.0,1.0,0.0,0.0
Gravity,1,20351988,0.08,1500,4,8,0.5,17.5640625,4025.0,1.0,1.0,1.0,0.0,0.0
Gravity,2,20351989,0.08,1500,5,8,0.625,25.5921875,3850.0,1.0,1.0,1.0,0.0,0.0
Gravity,3,20351990,0.08,1500,6,8,0.75,25.9046875,3887.5,1.0,1.0,1.0,0.0,0.0
Gravity,4,20351991,0.08,1500,7,8,0.875,25.428125,3975.0,1.0,1.0,1.0,0.0,0.0
Gravity,5,20351992,0.08,1500,7,8,0.875,26.1,3737.5,1.0,1.0,1.0,0.0,0.0
Gravity,6,20351993,0.08,1500,7,8,0.875,27.4140625,3650.0,1.0,1.0,1.0,0.0,0.0
Gravity,7,20351994,0.08,1500,3,8,0.375,17.0390625,4225.0,1.0,1.0,1.0,0.0,0.0
Gravity,8,20351995,0.08,1500,6,8,0.75,26.959375,3700.0,1.0,1.0,1.0,0.0,0.0
Gravity,9,20351996,0.08,1500,4,8,0.5,20.69375,4150.0,1.0,1.0,1.0,0.0,0.0
Gravity,10,20351997,0.08,1500,7,8,0.875,26.809375,3825.0,1.0,1.0,1.0,0.0,0.0
Gravity,11,20351998,0.08,1500,6,8,0.75,23.896875,3950.0,1.0,1.0,1.0,0.0,0.0
Gravity,12,20351999,0.08,1500,7,8,0.875,26.8328125,3637.5,1.0,1.0,1.0,0.0,0.0
Gravity,13,20352000,0.08,1500,5,8,0.625,26.25,3812.5,1.0,1.0,1.0,0.0,0.0
Gravity,14,20352001,0.08,1500,7,8,0.875,27.565625,3837.5,1.0,1.0,1.0,0.0,0.0
Gravity,15,20352002,0.08,1500,6,8,0.75,25.5,3787.5,1.0,1.0,1.0,0.0,0.0
Gravity,16,20352003,0.08,1500,5,8,0.625,22.934375,4162.5,1.0,1.0,1.0,0.0,0.0
Gravity,17,20352004,0.08,1500,6,8,0.75,24.895312500000003,3850.0,1.0,1.0,1.0,0.0,0.0
Gravity,18,20352005,0.08,1500,4,8,0.5,20.504687500000003,3825.0,1.0,1.0,1.0,0.0,0.0
Gravity,19,20352006,0.08,1500,6,8,0.75,26.3390625,3600.0,1.0,1.0,1.0,0.0,0.0
Gravity,0,20351935,0.12,1500,7,8,0.875,27.5859375,3462.5,1.0,1.0,1.0,0.0,0.0
Gravity,1,20351936,0.12,1500,7,8,0.875,26.5953125,3825.0,1.0,1.0,1.0,0.0,0.0
Gravity,2,20351937,0.12,1500,7,8,0.875,27.0875,3850.0,1.0,1.0,1.0,0.0,0.0
Gravity,3,20351938,0.12,1500,8,8,1.0,27.660937500000003,3625.0,1.0,1.0,1.0,0.0,0.0
Gravity,4,20351939,0.12,1500,8,8,1.0,27.5484375,3612.5,1.0,1.0,1.0,0.0,0.0
Gravity,5,20351940,0.12,1500,7,8,0.875,27.5359375,3675.0,1.0,1.0,1.0,0.0,0.0
Gravity,6,20351941,0.12,1500,6,8,0.75,27.53125,3725.0,1.0,1.0,1.0,0.0,0.0
Gravity,7,20351942,0.12,1500,5,8,0.625,24.703125,3750.0,1.0,1.0,1.0,0.0,0.0
Gravity,8,20351943,0.12,1500,5,8,0.625,26.9171875,3975.0,1.0,1.0,1.0,0.0,0.0
Gravity,9,20351944,0.12,1500,8,8,1.0,27.7875,3587.5,1.0,1.0,1.0,0.0,0.0
Gravity,10,20351945,0.12,1500,7,8,0.875,27.103125,3775.0,1.0,1.0,1.0,0.0,0.0
Gravity,11,20351946,0.12,1500,7,8,0.875,27.5796875,3625.0,1.0,1.0,1.0,0.0,0.0
Gravity,12,20351947,0.12,1500,8,8,1.0,27.590625,3862.5,1.0,1.0,1.0,0.0,0.0
Gravity,13,20351948,0.12,1500,6,8,0.75,26.321875,3875.0,1.0,1.0,1.0,0.0,0.0
Gravity,14,20351949,0.12,1500,6,8,0.75,27.4953125,3762.5,1.0,1.0,1.0,0.0,0.0
Gravity,15,20351950,0.12,1500,5,8,0.625,24.3890625,3950.0,1.0,1.0,1.0,0.0,0.0
Gravity,16,20351951,0.12,1500,5,8,0.625,27.4953125,3925.0,1.0,1.0,1.0,0.0,0.0
Gravity,17,20351952,0.12,1500,6,8,0.75,26.4109375,3975.0,1.0,1.0,1.0,0.0,0.0
Gravity,18,20351953,0.12,1500,8,8,1.0,27.084375,3550.0,1.0,1.0,1.0,0.0,0.0
Gravity,19,20351954,0.12,1500,6,8,0.75,27.6234375,3875.0,1.0,1.0,1.0,0.0,0.0
Gravity,0,20354979,0.18,1500,8,8,1.0,27.7578125,3500.0,1.0,1.0,1.0,0.0,0.0
Gravity,1,20354980,0.18,1500,6,8,0.75,27.603125,3637.5,1.0,1.0,1.0,0.0,0.0
Gravity,2,20354981,0.18,1500,7,8,0.875,27.6640625,3625.0,1.0,1.0,1.0,0.0,0.0
Gravity,3,20354982,0.18,1500,7,8,0.875,27.8265625,3662.5,1.0,1.0,1.0,0.0,0.0
Gravity,4,20354983,0.18,1500,8,8,1.0,27.5859375,3600.0,1.0,1.0,1.0,0.0,0.0
Gravity,5,20354984,0.18,1500,7,8,0.875,27.4296875,3550.0,1.0,1.0,1.0,0.0,0.0
Gravity,6,20354985,0.18,1500,8,8,1.0,27.675,3687.5,1.0,1.0,1.0,0.0,0.0
Gravity,7,20354986,0.18,1500,4,8,0.5,19.784375,3650.0,1.0,1.0,1.0,0.0,0.0
Gravity,8,20354987,0.18,1500,5,8,0.625,27.484375,3400.0,1.0,1.0,1.0,0.0,0.0
Gravity,9,20354988,0.18,1500,6,8,0.75,27.5921875,3475.0,1.0,1.0,1.0,0.0,0.0
Gravity,10,20354989,0.18,1500,8,8,1.0,27.771875,3462.5,1.0,1.0,1.0,0.0,0.0
Gravity,11,20354990,0.18,1500,7,8,0.875,27.6625,3837.5,1.0,1.0,1.0,0.0,0.0
Gravity,12,20354991,0.18,1500,7,8,0.875,27.5703125,3462.5,1.0,1.0,1.0,0.0,0.0
Gravity,13,20354992,0.18,1500,8,8,1.0,27.637500000000003,3512.5,1.0,1.0,1.0,0.0,0.0
Gravity,14,20354993,0.18,1500,6,8,0.75,27.5125,3750.0,1.0,1.0,1.0,0.0,0.0
Gravity,15,20354994,0.18,1500,8,8,1.0,27.578125,3737.5,1.0,1.0,1.0,0.0,0.0
Gravity,16,20354995,0.18,1500,8,8,1.0,27.473437500000003,3637.5,1.0,1.0,1.0,0.0,0.0
Gravity,17,20354996,0.18,1500,7,8,0.875,27.659375,3562.5,1.0,1.0,1.0,0.0,0.0
Gravity,18,20354997,0.18,1500,8,8,1.0,27.7015625,3675.0,1.0,1.0,1.0,0.0,0.0
Gravity,19,20354998,0.18,1500,8,8,1.0,27.696875,3575.0,1.0,1.0,1.0,0.0,0.0
Wheel,0,20334264,0.02,1500,5,120,0.0416666666666666,6.2609375,4850.0,0.25,0.6339285714285714,1.75,0.7745966692414833,0.1933333333333333
Wheel,0,20272278,0.04,1500,21,120,0.175,9.48125,4200.0,0.25,0.6339285714285714,1.75,0.7745966692414833,0.1933333333333333
Wheel,0,20351181,0.06,1500,38,120,0.3166666666666666,12.834375,4100.0,0.25,0.6339285714285714,1.75,0.7745966692414833,0.1933333333333333
Wheel,0,20324902,0.08,1500,41,120,0.3416666666666667,12.6375,4100.0,0.25,0.6339285714285714,1.75,0.7745966692414833,0.1933333333333333
Wheel,0,20305663,0.12,1500,85,120,0.7083333333333334,27.4921875,3725.0,0.25,0.6339285714285714,1.75,0.7745966692414833,0.1933333333333333
Wheel,0,20288277,0.18,1500,99,120,0.825,27.582812500000003,3750.0,0.25,0.6339285714285714,1.75,0.7745966692414833,0.1933333333333333
Lattice,0,20320574,0.02,1500,6,120,0.05,6.7390625,4675.0,0.2666666666666666,0.0,2.1333333333333333,0.0,0.25
Lattice,0,20299069,0.04,1500,20,120,0.1666666666666666,12.340625,4200.0,0.2666666666666666,0.0,2.1333333333333333,0.0,0.25
Lattice,0,20285489,0.06,1500,51,120,0.425,17.528125000000003,3975.0,0.2666666666666666,0.0,2.1333333333333333,0.0,0.25
Lattice,0,20320312,0.08,1500,78,120,0.65,21.723437500000003,3875.0,0.2666666666666666,0.0,2.1333333333333333,0.0,0.25
Lattice,0,20368121,0.12,1500,100,120,0.8333333333333334,27.535937500000003,3650.0,0.2666666666666666,0.0,2.1333333333333333,0.0,0.25
Lattice,0,20318152,0.18,1500,100,120,0.8333333333333334,27.606250000000003,3675.0,0.2666666666666666,0.0,2.1333333333333333,0.0,0.25
Modular bridges,0,20287549,0.02,1500,0,8,0.0,4.5203125,,0.1583333333333333,0.4166666666666667,3.1,0.443481567009282,0.5886426592797783
Modular bridges,1,20287550,0.02,1500,0,8,0.0,4.793749999999999,5475.0,0.1583333333333333,0.4645833333333333,3.2333333333333334,0.4909146870046745,0.5914127423822715
Modular bridges,2,20287551,0.02,1500,0,8,0.0,4.896875,,0.1583333333333333,0.3645833333333333,3.308333333333333,0.4177502070101985,0.577562326869806
Modular bridges,3,20287552,0.02,1500,0,8,0.0,4.759375,9025.0,0.175,0.3854166666666667,3.2583333333333333,0.2651316363252391,0.5544217687074829
Modular bridges,4,20287553,0.02,1500,0,8,0.0,5.1015625,6575.0,0.1666666666666666,0.34375,3.2583333333333333,0.3464101615137754,0.5375
Modular bridges,5,20287554,0.02,1500,0,8,0.0,5.2015625,4400.0,0.15,0.2666666666666666,2.975,0.5328701692569688,0.5216049382716049
Modular bridges,6,20287555,0.02,1500,0,8,0.0,4.95625,8725.0,0.1666666666666666,0.3770833333333333,3.1333333333333333,0.4242640687119284,0.50125
Modular bridges,7,20287556,0.02,1500,0,8,0.0,5.334375,6425.0,0.1916666666666666,0.6,3.1083333333333334,0.3864432355354604,0.5604914933837428
Modular bridges,8,20287557,0.02,1500,0,8,0.0,4.93125,9775.0,0.1666666666666666,0.3666666666666666,3.225,0.447213595499958,0.52875
Modular bridges,9,20287558,0.02,1500,0,8,0.0,5.578125,5550.0,0.1916666666666666,0.28125,2.8583333333333334,0.3224434124824201,0.4763705103969753
Modular bridges,10,20287559,0.02,1500,0,8,0.0,7.2515625,5075.0,0.1666666666666666,0.4145833333333333,3.15,0.5099019513592784,0.5175000000000001
Modular bridges,11,20287560,0.02,1500,0,8,0.0,4.645312499999999,10325.0,0.1583333333333333,0.40625,3.333333333333333,0.4677997061745046,0.5803324099722992
Modular bridges,12,20287561,0.02,1500,0,8,0.0,6.3921875,6012.5,0.175,0.4458333333333333,3.425,0.3779644730092272,0.5873015873015872
Modular bridges,13,20287562,0.02,1500,0,8,0.0,5.301562499999999,8662.5,0.1583333333333333,0.3645833333333333,3.5083333333333333,0.443481567009282,0.5664819944598337
Modular bridges,14,20287563,0.02,1500,0,8,0.0,6.8765625,5550.0,0.1666666666666666,0.3,3.433333333333333,0.447213595499958,0.5575
Modular bridges,15,20287564,0.02,1500,0,8,0.0,4.621875,4225.0,0.1416666666666666,0.09375,3.633333333333333,0.3673528234351999,0.5692041522491349
Modular bridges,16,20287565,0.02,1500,0,8,0.0,5.415625,8375.0,0.1416666666666666,0.1041666666666666,3.566666666666667,0.4668972901878689,0.5051903114186851
Modular bridges,17,20287566,0.02,1500,0,8,0.0,5.0,8450.0,0.15,0.3020833333333333,3.7666666666666666,0.4006168083848876,0.5540123456790124
Modular bridges,18,20287567,0.02,1500,0,8,0.0,4.8125,4475.0,0.15,0.3125,3.95,0.3685138655950444,0.5756172839506173
Modular bridges,19,20287568,0.02,1500,0,8,0.0,7.1359375,6562.5,0.1833333333333333,0.5145833333333333,3.158333333333333,0.4359846839375199,0.5547520661157025
Modular bridges,0,20292341,0.04,1500,0,8,0.0,5.8640625,4500.0,0.1416666666666666,0.1666666666666666,4.2,0.3673528234351999,0.5501730103806228
Modular bridges,1,20292342,0.04,1500,0,8,0.0,8.967187500000001,4537.5,0.175,0.6083333333333333,3.083333333333333,0.4012452272941123,0.6020408163265305
Modular bridges,2,20292343,0.04,1500,0,8,0.0,8.196875,3950.0,0.1916666666666666,0.3041666666666666,2.725,0.3864432355354604,0.4810964083175802
Modular bridges,3,20292344,0.04,1500,0,8,0.0,5.4140625,4350.0,0.175,0.5,3.6166666666666663,0.3264597428762402,0.6020408163265305
Modular bridges,4,20292345,0.04,1500,0,8,0.0,6.43125,5137.5,0.1666666666666666,0.21875,3.816666666666667,0.3162277660168379,0.56625
Modular bridges,5,20292346,0.04,1500,0,8,0.0,6.18125,4600.0,0.1666666666666666,0.1041666666666666,4.033333333333333,0.282842712474619,0.5387500000000001
Modular bridges,6,20292347,0.04,1500,0,8,0.0,7.2171875,6650.0,0.1833333333333333,0.3854166666666667,3.1,0.37482778414706,0.5423553719008264
Modular bridges,7,20292348,0.04,1500,0,8,0.0,5.2296875,6475.0,0.1416666666666666,0.1875,3.333333333333333,0.4668972901878689,0.555363321799308
Modular bridges,8,20292349,0.04,1500,1,8,0.125,7.415625,5325.0,0.1833333333333333,0.3958333333333333,2.975,0.3520893951097651,0.5134297520661157
Modular bridges,9,20292350,0.04,1500,1,8,0.125,8.0375,4975.0,0.1833333333333333,0.5125,3.075,0.3015113445777636,0.6126033057851239
Modular bridges,10,20292351,0.04,1500,0,8,0.0,8.1828125,4525.0,0.1666666666666666,0.3229166666666667,3.2,0.4242640687119284,0.52625
Modular bridges,11,20292352,0.04,1500,0,8,0.0,5.7796875,6412.5,0.1583333333333333,0.3645833333333333,3.5,0.4177502070101985,0.5858725761772853
Modular bridges,12,20292353,0.04,1500,0,8,0.0,5.856249999999999,4575.0,0.125,0.0,3.983333333333333,0.5291502622129182,0.548888888888889
Modular bridges,13,20292354,0.04,1500,0,8,0.0,5.40625,10275.0,0.1666666666666666,0.4375,4.066666666666666,0.3162277660168379,0.59125
Modular bridges,14,20292355,0.04,1500,0,8,0.0,6.3453125,4750.0,0.1666666666666666,0.1416666666666666,2.8666666666666667,0.469041575982343,0.42375
Modular bridges,15,20292356,0.04,1500,0,8,0.0,7.6796875,5775.0,0.2,0.5229166666666667,2.8833333333333333,0.3118047822311617,0.5355902777777778
Modular bridges,16,20292357,0.04,1500,1,8,0.125,6.821875,4612.5,0.1666666666666666,0.5520833333333334,3.591666666666667,0.282842712474619,0.59375
Modular bridges,17,20292358,0.04,1500,0,8,0.0,5.41875,4675.0,0.1666666666666666,0.5,3.691666666666667,0.3464101615137754,0.5962500000000001
Modular bridges,18,20292359,0.04,1500,0,8,0.0,6.3265625,4537.5,0.1583333333333333,0.3854166666666667,3.941666666666667,0.3903262361629296,0.5858725761772853
Modular bridges,19,20292360,0.04,1500,0,8,0.0,6.1328125,4550.0,0.15,0.28125,3.15,0.4843221048378526,0.5216049382716049
Modular bridges,0,20339298,0.06,1500,2,8,0.25,8.5671875,4525.0,0.1666666666666666,0.5104166666666666,3.9916666666666663,0.282842712474619,0.58875
Modular bridges,1,20339299,0.06,1500,0,8,0.0,4.875,4350.0,0.1583333333333333,0.3416666666666667,3.608333333333333,0.4677997061745046,0.5637119113573407
Modular bridges,2,20339300,0.06,1500,0,8,0.0,10.4203125,4187.5,0.1916666666666666,0.6354166666666666,3.2333333333333334,0.2980719391478715,0.6153119092627599
Modular bridges,3,20339301,0.06,1500,1,8,0.125,7.446875,4425.0,0.1333333333333333,0.09375,3.85,0.4330127018922193,0.521484375
Modular bridges,4,20339302,0.06,1500,2,8,0.25,9.2546875,4375.0,0.175,0.5208333333333334,3.6166666666666663,0.3264597428762402,0.6043083900226757
Modular bridges,5,20339303,0.06,1500,0,8,0.0,9.0140625,4512.5,0.1666666666666666,0.1374999999999999,3.066666666666667,0.447213595499958,0.4337499999999999
Modular bridges,6,20339304,0.06,1500,0,8,0.0,6.46875,5350.0,0.1833333333333333,0.4916666666666666,3.1,0.3962635403218794,0.5898760330578512
Modular bridges,7,20339305,0.06,1500,0,8,0.0,7.8921875,4550.0,0.1583333333333333,0.3666666666666666,3.7083333333333335,0.443481567009282,0.577562326869806
Modular bridges,8,20339306,0.06,1500,0,8,0.0,8.1578125,4750.0,0.1916666666666666,0.5520833333333334,3.441666666666667,0.3224434124824201,0.6058601134215501
Modular bridges,9,20339307,0.06,1500,0,8,0.0,7.3515625,5800.0,0.1666666666666666,0.4604166666666666,3.3,0.447213595499958,0.54625
Modular bridges,10,20339308,0.06,1500,0,8,0.0,7.5703125,4287.5,0.1666666666666666,0.3854166666666667,4.025,0.3741657386773941,0.57125
Modular bridges,11,20339309,0.06,1500,0,8,0.0,5.7265625,4000.0,0.1416666666666666,0.1041666666666666,4.391666666666667,0.3275155507547072,0.5069204152249135
Modular bridges,12,20339310,0.06,1500,1,8,0.125,9.328125,4125.0,0.1583333333333333,0.3625,2.8833333333333333,0.5341521876364326,0.5734072022160664
Modular bridges,13,20339311,0.06,1500,1,8,0.125,10.003125,5225.0,0.175,0.5041666666666667,2.9916666666666667,0.4441609072899436,0.5929705215419501
Modular bridges,14,20339312,0.06,1500,3,8,0.375,14.83125,3750.0,0.175,0.5520833333333334,3.9166666666666665,0.2973808570665904,0.5952380952380952
Modular bridges,15,20339313,0.06,1500,0,8,0.0,7.34375,6775.0,0.1416666666666666,0.2333333333333333,3.2,0.573340843812292,0.5640138408304498
Modular bridges,16,20339314,0.06,1500,1,8,0.125,10.3078125,4400.0,0.1583333333333333,0.3229166666666667,3.183333333333333,0.4177502070101985,0.5789473684210527
Modular bridges,17,20339315,0.06,1500,2,8,0.25,7.5328125,4200.0,0.1583333333333333,0.21875,3.583333333333333,0.360823926336897,0.5803324099722992
Modular bridges,18,20339316,0.06,1500,0,8,0.0,8.1953125,4237.5,0.1416666666666666,0.0,4.033333333333333,0.3275155507547072,0.5103806228373702
Modular bridges,19,20339317,0.06,1500,0,8,0.0,6.7375,4250.0,0.1333333333333333,0.1354166666666666,4.2,0.4330127018922193,0.556640625
Modular bridges,0,20364831,0.08,1500,3,8,0.375,17.875,3825.0,0.1916666666666666,0.64375,3.1666666666666665,0.3224434124824201,0.6134215500945179
Modular bridges,1,20364832,0.08,1500,1,8,0.125,6.9703125,4687.5,0.1583333333333333,0.2604166666666667,3.5083333333333333,0.360823926336897,0.5263157894736842
Modular bridges,2,20364833,0.08,1500,5,8,0.625,21.0765625,3912.5,0.1916666666666666,0.3208333333333333,3.0416666666666665,0.3450979970953814,0.5236294896030245
Modular bridges,3,20364834,0.08,1500,3,8,0.375,16.2046875,3887.5,0.175,0.2458333333333333,3.0416666666666665,0.4441609072899436,0.5011337868480725
Modular bridges,4,20364835,0.08,1500,3,8,0.375,16.4328125,3775.0,0.1916666666666666,0.53125,3.2333333333333334,0.2715216521042782,0.6134215500945179
Modular bridges,5,20364836,0.08,1500,0,8,0.0,7.2421875,4375.0,0.15,0.2416666666666666,3.7916666666666665,0.4303314829119352,0.5694444444444444
Modular bridges,6,20364837,0.08,1500,2,8,0.25,13.4046875,4175.0,0.1833333333333333,0.28125,3.0166666666666666,0.37482778414706,0.5
Modular bridges,7,20364838,0.08,1500,3,8,0.375,11.078125,4150.0,0.1916666666666666,0.48125,2.9166666666666665,0.3224434124824201,0.5661625708884688
Modular bridges,8,20364839,0.08,1500,3,8,0.375,13.7125,3900.0,0.2083333333333333,0.68125,2.7916666666666665,0.2966479394838265,0.5880000000000001
Modular bridges,9,20364840,0.08,1500,3,8,0.375,10.8984375,4025.0,0.1416666666666666,0.2083333333333333,3.2666666666666666,0.4362469698291566,0.5709342560553632
Modular bridges,10,20364841,0.08,1500,1,8,0.125,10.8203125,4062.5,0.15,0.28125,3.875,0.4006168083848876,0.5601851851851852
Modular bridges,11,20364842,0.08,1500,1,8,0.125,14.425,4087.5,0.1416666666666666,0.2395833333333333,3.733333333333333,0.4032738000235908,0.5657439446366782
Modular bridges,12,20364843,0.08,1500,1,8,0.125,12.0515625,4462.5,0.1666666666666666,0.3333333333333333,3.466666666666667,0.3741657386773941,0.58375
Modular bridges,13,20364844,0.08,1500,1,8,0.125,7.446875,3925.0,0.1666666666666666,0.3333333333333333,3.025,0.4242640687119284,0.54375
Modular bridges,14,20364845,0.08,1500,3,8,0.375,17.371875,3900.0,0.1666666666666666,0.3458333333333333,2.908333333333333,0.4898979485566356,0.5337500000000001
Modular bridges,15,20364846,0.08,1500,0,8,0.0,12.475,4100.0,0.175,0.3854166666666667,3.083333333333333,0.4012452272941123,0.5453514739229025
Modular bridges,16,20364847,0.08,1500,2,8,0.25,10.215625,4425.0,0.2083333333333333,0.5,2.841666666666667,0.3555277766926235,0.5032000000000001
Modular bridges,17,20364848,0.08,1500,2,8,0.25,10.6421875,4250.0,0.1833333333333333,0.5104166666666666,3.075,0.2727272727272727,0.6126033057851239
Modular bridges,18,20364849,0.08,1500,2,8,0.25,13.26875,3950.0,0.175,0.3958333333333333,3.158333333333333,0.4441609072899436,0.4999999999999999
Modular bridges,19,20364850,0.08,1500,3,8,0.375,12.715625,3900.0,0.1583333333333333,0.0625,3.2416666666666667,0.3903262361629296,0.5193905817174514
Modular bridges,0,20319872,0.12,1500,2,8,0.25,15.0609375,4087.5,0.175,0.2604166666666667,2.9916666666666667,0.3531523089093172,0.5544217687074829
Modular bridges,1,20319873,0.12,1500,4,8,0.5,17.515625,4087.5,0.1666666666666666,0.3145833333333333,3.1,0.447213595499958,0.54125
