model,flag,contact_probability,duration_generations,duration_years,seed,primary_ignition,first_generation,final_repertoire,final_primary_fraction,final_cognition,final_infrastructure
No recombination,2,0.03,80,2000,1180300,0,-1,0.94375,0.0,0.2127589277910463,0.0060955702607372
No recombination,2,0.03,80,2000,1180301,0,-1,1.1,0.0,0.2333015830500791,0.0060380692143294
No recombination,2,0.03,80,2000,1180302,0,-1,1.034375,0.0,0.2465247349782482,0.0061215693360726
No recombination,2,0.03,80,2000,1180303,0,-1,1.10625,0.0,0.238567644934811,0.0064334490696978
No recombination,2,0.03,80,2000,1180304,0,-1,0.95625,0.0,0.203006500639562,0.0059079353066669
No recombination,2,0.03,80,2000,1180305,0,-1,0.978125,0.0,0.2140470805552591,0.0059744530505819
No recombination,2,0.03,80,2000,1180306,0,-1,1.18125,0.0,0.2506235054289217,0.0064548191125608
No recombination,2,0.03,80,2000,1180307,0,-1,0.890625,0.0,0.2182917866032167,0.0060537499624754
No recombination,2,0.03,80,2000,1180308,0,-1,0.984375,0.0,0.2359973195275095,0.0057642070161642
No recombination,2,0.03,80,2000,1180309,0,-1,0.971875,0.0,0.2127982755530372,0.0059114142095845
No recombination,2,0.03,80,2000,1180310,0,-1,0.896875,0.0,0.2083878508425611,0.005741857711609
No recombination,2,0.03,80,2000,1180311,0,-1,0.984375,0.0,0.223304449285953,0.0058775367251295
No recombination,2,0.03,80,2000,1180312,0,-1,1.03125,0.0,0.232267104259655,0.00630502902987
No recombination,2,0.03,80,2000,1180313,0,-1,1.06875,0.0,0.2039239361041652,0.0061342539518708
No recombination,2,0.03,80,2000,1180314,0,-1,1.046875,0.0,0.2299365366326549,0.0058983651110162
No recombination,2,0.03,80,2000,1180315,0,-1,0.934375,0.0,0.1883547399117938,0.0056982105253302
No recombination,2,0.03,80,2000,1180316,0,-1,0.996875,0.0,0.2165789497588937,0.0059073393240719
No recombination,2,0.03,80,2000,1180317,0,-1,1.078125,0.0,0.2308091009782936,0.00613612719922
No recombination,2,0.03,80,2000,1180318,0,-1,1.159375,0.0,0.2371660728405989,0.0062695729730041
No recombination,2,0.03,80,2000,1180319,0,-1,1.01875,0.0,0.2216406176501058,0.0058810056464878
No recombination,2,0.03,80,2000,1180320,0,-1,1.059375,0.0,0.2567959628778887,0.0063161663348986
No recombination,2,0.03,80,2000,1180321,0,-1,0.996875,0.0,0.2062908532393597,0.0060376154533866
No recombination,2,0.03,80,2000,1180322,0,-1,1.01875,0.0,0.2284291376000424,0.0061757862550447
No recombination,2,0.03,80,2000,1180323,0,-1,1.084375,0.0,0.1973280253930294,0.0058140817182982
No recombination,2,0.03,80,2000,1180324,0,-1,0.9375,0.0,0.2284643660611846,0.0057590002649674
No recombination,2,0.03,80,2000,1180325,0,-1,1.1,0.0,0.2120267954795309,0.0060163037936617
No recombination,2,0.03,80,2000,1180326,0,-1,1.103125,0.0,0.2056120778370366,0.0060669896649528
No recombination,2,0.03,80,2000,1180327,0,-1,1.021875,0.0,0.2353457096241772,0.0061048908476824
No recombination,2,0.03,80,2000,1180328,0,-1,1.075,0.0,0.2745340823625952,0.0067608439649536
No recombination,2,0.03,80,2000,1180329,0,-1,1.196875,0.0,0.2339621770950973,0.0066309973139443
No recombination,2,0.03,80,2000,1180330,0,-1,1.0375,0.0,0.2183212885811346,0.0064154747709248
No recombination,2,0.03,80,2000,1180331,0,-1,1.153125,0.0,0.2291496352283986,0.0064602816512357
No recombination,2,0.03,80,2000,1180332,0,-1,1.025,0.0,0.223556682145544,0.0062590830589564
No recombination,2,0.03,80,2000,1180333,0,-1,1.00625,0.0,0.2018417044950105,0.0062041307101277
No recombination,2,0.03,80,2000,1180334,0,-1,1.0375,0.0,0.2255802944457149,0.006208557445246
No recombination,2,0.03,80,2000,1180335,0,-1,1.10625,0.0,0.2276734657343365,0.0063795717588078
No recombination,2,0.03,80,2000,1180336,0,-1,0.909375,0.0,0.1841703294698279,0.0058393192856522
No recombination,2,0.03,80,2000,1180337,0,-1,1.15625,0.0,0.2402252756266632,0.0062830929298971
No recombination,2,0.03,80,2000,1180338,0,-1,1.084375,0.0,0.2350510614625326,0.0063049388369811
No recombination,2,0.03,80,2000,1180339,0,-1,1.009375,0.0,0.1794659843271542,0.0058400034385634
No recombination,2,0.03,80,2000,1180340,0,-1,1.165625,0.0,0.2180441598712883,0.0065395671041033
No recombination,2,0.03,80,2000,1180341,0,-1,1.06875,0.0,0.2342373288994541,0.0064196110744889
No recombination,2,0.03,80,2000,1180342,0,-1,0.959375,0.0,0.1991189773677637,0.0059698496878655
No recombination,2,0.03,80,2000,1180343,0,-1,1.140625,0.0,0.2830312729154236,0.0068102254158364
No recombination,2,0.03,80,2000,1180344,0,-1,1.115625,0.0,0.2295571227077844,0.0065997676039846
No recombination,2,0.03,80,2000,1180345,0,-1,1.015625,0.0,0.2130620937588154,0.0061425754186381
No recombination,2,0.03,80,2000,1180346,0,-1,1.09375,0.0,0.2327081374188955,0.0062579644768519
No recombination,2,0.03,80,2000,1180347,0,-1,1.0375,0.0,0.2540353214513368,0.0063779035134629
No recombination,2,0.03,80,2000,1180348,0,-1,1.0875,0.0,0.2038762044552058,0.0063665384178044
No recombination,2,0.03,80,2000,1180349,0,-1,1.075,0.0,0.2228525331313325,0.00621273533308
No recombination,2,0.06,80,2000,1180600,0,-1,1.19375,0.0,0.2625238551923154,0.0067885138848835
No recombination,2,0.06,80,2000,1180601,0,-1,0.959375,0.0,0.2184276200484525,0.0058000842285156
No recombination,2,0.06,80,2000,1180602,0,-1,1.01875,0.0,0.2113390607231785,0.0059268164337232
No recombination,2,0.06,80,2000,1180603,0,-1,1.128125,0.0,0.2180644577493271,0.0068061636728709
No recombination,2,0.06,80,2000,1180604,0,-1,0.975,0.0,0.1820688333538022,0.0057929433843477
No recombination,2,0.06,80,2000,1180605,0,-1,0.9625,0.0,0.2005319442585623,0.0059420945954845
No recombination,2,0.06,80,2000,1180606,0,-1,1.16875,0.0,0.264137417370499,0.0068430349406224
No recombination,2,0.06,80,2000,1180607,0,-1,0.990625,0.0,0.2389510889484447,0.006085107523637
No recombination,2,0.06,80,2000,1180608,0,-1,0.990625,0.0,0.2266809849017922,0.0062030181324272
No recombination,2,0.06,80,2000,1180609,0,-1,1.115625,0.0,0.2819711185446752,0.0063667466270752
No recombination,2,0.06,80,2000,1180610,0,-1,1.028125,0.0,0.2005368530710263,0.005748281947122
No recombination,2,0.06,80,2000,1180611,0,-1,1.146875,0.0,0.2646061319215098,0.0064975420598843
No recombination,2,0.06,80,2000,1180612,0,-1,1.146875,0.0,0.2369160526509413,0.006275543237115
No recombination,2,0.06,80,2000,1180613,0,-1,0.959375,0.0,0.2299043225087729,0.0060090125160345
No recombination,2,0.06,80,2000,1180614,0,-1,1.06875,0.0,0.2204313569581838,0.0059809868464366
No recombination,2,0.06,80,2000,1180615,0,-1,1.1,0.0,0.2250420999393239,0.0062184378069435
No recombination,2,0.06,80,2000,1180616,0,-1,1.06875,0.0,0.2187010874657214,0.0060582702957285
No recombination,2,0.06,80,2000,1180617,0,-1,0.9875,0.0,0.2422448532207624,0.0060001808145521
No recombination,2,0.06,80,2000,1180618,0,-1,1.01875,0.0,0.2220027922254375,0.0059665963890094
No recombination,2,0.06,80,2000,1180619,0,-1,0.98125,0.0,0.2231521911229761,0.0058348190985654
No recombination,2,0.06,80,2000,1180620,0,-1,1.14375,0.0,0.2677943050834136,0.0064626511491073
No recombination,2,0.06,80,2000,1180621,0,-1,1.090625,0.0,0.2372188340051426,0.0060337159291599
No recombination,2,0.06,80,2000,1180622,0,-1,1.003125,0.0,0.2301501232454601,0.0061333991330774
No recombination,2,0.06,80,2000,1180623,0,-1,0.871875,0.0,0.2046356456306932,0.0058135060830639
No recombination,2,0.06,80,2000,1180624,0,-1,0.96875,0.0,0.2042964336633776,0.0057882209209938
No recombination,2,0.06,80,2000,1180625,0,-1,1.1625,0.0,0.2309926813653363,0.0063530842668538
No recombination,2,0.06,80,2000,1180626,0,-1,0.96875,0.0,0.2043152702994532,0.0060205490320689
No recombination,2,0.06,80,2000,1180627,0,-1,0.990625,0.0,0.2038812146930075,0.0060919543277902
No recombination,2,0.06,80,2000,1180628,0,-1,1.11875,0.0,0.2374699331787602,0.006414088385534
No recombination,2,0.06,80,2000,1180629,0,-1,1.1125,0.0,0.2389284161338828,0.0060728684801906
No recombination,2,0.06,80,2000,1180630,0,-1,1.096875,0.0,0.1980366963306898,0.0060676328041858
No recombination,2,0.06,80,2000,1180631,0,-1,1.1,0.0,0.2661869651540185,0.0062385199895972
No recombination,2,0.06,80,2000,1180632,0,-1,1.1125,0.0,0.2932860037607312,0.0065072262202248
No recombination,2,0.06,80,2000,1180633,0,-1,1.103125,0.0,0.2448820524408334,0.0062434766127763
No recombination,2,0.06,80,2000,1180634,0,-1,1.071875,0.0,0.2228556610246951,0.0060396176833532
No recombination,2,0.06,80,2000,1180635,0,-1,0.9625,0.0,0.2352168884495858,0.0059011645107684
No recombination,2,0.06,80,2000,1180636,0,-1,1.00625,0.0,0.2216238313741826,0.0060576936801085
No recombination,2,0.06,80,2000,1180637,0,-1,1.2125,0.0,0.2414179798946879,0.0063936838146105
No recombination,2,0.06,80,2000,1180638,0,-1,1.015625,0.0,0.2208940531661439,0.0058564086709782
No recombination,2,0.06,80,2000,1180639,0,-1,1.046875,0.0,0.23296704251395,0.006277014924386
No recombination,2,0.06,80,2000,1180640,0,-1,1.009375,0.0,0.2121321828462035,0.0060374723814385
No recombination,2,0.06,80,2000,1180641,0,-1,1.1125,0.0,0.2424047095633005,0.0066986104780456
No recombination,2,0.06,80,2000,1180642,0,-1,0.9625,0.0,0.2302392911632675,0.0061735631598041
No recombination,2,0.06,80,2000,1180643,0,-1,0.934375,0.0,0.1925359750816477,0.0059569994261781
No recombination,2,0.06,80,2000,1180644,0,-1,0.9875,0.0,0.2402985540664082,0.0059166171455407
No recombination,2,0.06,80,2000,1180645,0,-1,1.0125,0.0,0.2282830150759625,0.0058938151376055
No recombination,2,0.06,80,2000,1180646,0,-1,1.065625,0.0,0.2362102444751694,0.0063739366429364
No recombination,2,0.06,80,2000,1180647,0,-1,1.190625,0.0,0.2225119882338531,0.0059548452592691
No recombination,2,0.06,80,2000,1180648,0,-1,0.94375,0.0,0.2153121053833921,0.0058530670349839
No recombination,2,0.06,80,2000,1180649,0,-1,0.990625,0.0,0.2161103771149,0.0058086045809963
No recombination,2,0.1,80,2000,1181000,0,-1,1.090625,0.0,0.2256091347137735,0.0061861473688584
No recombination,2,0.1,80,2000,1181001,0,-1,1.046875,0.0,0.2341713184174296,0.0062360829924542
No recombination,2,0.1,80,2000,1181002,0,-1,1.05625,0.0,0.2490629188262871,0.006422654597624
No recombination,2,0.1,80,2000,1181003,0,-1,1.125,0.0,0.2777188726723257,0.0062735984500297
No recombination,2,0.1,80,2000,1181004,0,-1,0.990625,0.0,0.1864441339404409,0.0059198069504319
No recombination,2,0.1,80,2000,1181005,0,-1,0.975,0.0,0.2119498546297948,0.0059153686086982
No recombination,2,0.1,80,2000,1181006,0,-1,1.1875,0.0,0.2664987851770305,0.0065419086290214
No recombination,2,0.1,80,2000,1181007,0,-1,1.05625,0.0,0.2455480338601681,0.0063636845776306
No recombination,2,0.1,80,2000,1181008,0,-1,1.015625,0.0,0.2260328294882486,0.0058264072572195
No recombination,2,0.1,80,2000,1181009,0,-1,1.09375,0.0,0.2601215224880367,0.0064110504824367
No recombination,2,0.1,80,2000,1181010,0,-1,1.090625,0.0,0.2358108277295535,0.0064093400723491
No recombination,2,0.1,80,2000,1181011,0,-1,0.96875,0.0,0.2137918251468265,0.0058164423251715
No recombination,2,0.1,80,2000,1181012,0,-1,0.934375,0.0,0.2385088266437836,0.0060923895143349
No recombination,2,0.1,80,2000,1181013,0,-1,1.153125,0.0,0.2290158925346449,0.0065024446729519
No recombination,2,0.1,80,2000,1181014,0,-1,1.00625,0.0,0.2370363613645806,0.0061855406584233
No recombination,2,0.1,80,2000,1181015,0,-1,1.171875,0.0,0.2666766140248615,0.006947859827376
No recombination,2,0.1,80,2000,1181016,0,-1,1.065625,0.0,0.2333298626431247,0.0063411094479864
No recombination,2,0.1,80,2000,1181017,0,-1,0.96875,0.0,0.1918204961218806,0.0055942832744716
No recombination,2,0.1,80,2000,1181018,0,-1,1.03125,0.0,0.1926428997216697,0.0060769203268803
No recombination,2,0.1,80,2000,1181019,0,-1,1.203125,0.0,0.2602032265520095,0.0067967457560715
No recombination,2,0.1,80,2000,1181020,0,-1,1.05625,0.0,0.2245408785516567,0.0058008500454247
No recombination,2,0.1,80,2000,1181021,0,-1,1.059375,0.0,0.2541373412223784,0.0060813363934713
No recombination,2,0.1,80,2000,1181022,0,-1,0.996875,0.0,0.2220097489294227,0.0063368919787964
No recombination,2,0.1,80,2000,1181023,0,-1,0.93125,0.0,0.1699248597586641,0.0056713275566982
No recombination,2,0.1,80,2000,1181024,0,-1,1.11875,0.0,0.2598676444445505,0.0062844659802831
No recombination,2,0.1,80,2000,1181025,0,-1,0.996875,0.0,0.2486532845424371,0.0060313631869396
No recombination,2,0.1,80,2000,1181026,0,-1,1.053125,0.0,0.2183684335326105,0.0061935439043619
No recombination,2,0.1,80,2000,1181027,0,-1,1.03125,0.0,0.2336060786589602,0.0062110759327346
No recombination,2,0.1,80,2000,1181028,0,-1,0.996875,0.0,0.199876871021861,0.0060647005713077
No recombination,2,0.1,80,2000,1181029,0,-1,1.01875,0.0,0.1902736229193072,0.0061468473729911
No recombination,2,0.1,80,2000,1181030,0,-1,0.95625,0.0,0.2125125976598328,0.0058930176636592
No recombination,2,0.1,80,2000,1181031,0,-1,1.009375,0.0,0.2021789649348965,0.006030635788462
No recombination,2,0.1,80,2000,1181032,0,-1,1.0625,0.0,0.2260154897467702,0.00671022395902
No recombination,2,0.1,80,2000,1181033,0,-1,1.125,0.0,0.2132585446512137,0.0063103006456992
No recombination,2,0.1,80,2000,1181034,0,-1,1.00625,0.0,0.2279720098251329,0.0064458792587479
No recombination,2,0.1,80,2000,1181035,0,-1,0.996875,0.0,0.209521722060359,0.0059365169852133
No recombination,2,0.1,80,2000,1181036,0,-1,1.0,0.0,0.2374239926566019,0.0058539460063539
No recombination,2,0.1,80,2000,1181037,0,-1,0.96875,0.0,0.2386297262331695,0.0063561494987616
No recombination,2,0.1,80,2000,1181038,0,-1,1.0,0.0,0.2023427931527922,0.0059589121040474
No recombination,2,0.1,80,2000,1181039,0,-1,0.96875,0.0,0.246973732363558,0.006142264902556
No recombination,2,0.1,80,2000,1181040,0,-1,0.95,0.0,0.2299955903157649,0.006144784309652
No recombination,2,0.1,80,2000,1181041,0,-1,1.1125,0.0,0.2302954606563333,0.0062608921336274
No recombination,2,0.1,80,2000,1181042,0,-1,1.0375,0.0,0.23083900491452,0.0056679349364006
No recombination,2,0.1,80,2000,1181043,0,-1,0.996875,0.0,0.2075615360353781,0.005915597882673
No recombination,2,0.1,80,2000,1181044,0,-1,1.109375,0.0,0.2081477785210517,0.005858374282619
No recombination,2,0.1,80,2000,1181045,0,-1,1.04375,0.0,0.2279338059576391,0.0061309134278631
No recombination,2,0.1,80,2000,1181046,0,-1,1.05,0.0,0.2176874277542332,0.0062121034079606
No recombination,2,0.1,80,2000,1181047,0,-1,0.85,0.0,0.2027079765288705,0.0057204931606304
No recombination,2,0.1,80,2000,1181048,0,-1,0.9625,0.0,0.2153643426075885,0.0058074272685826
No recombination,2,0.1,80,2000,1181049,0,-1,1.0375,0.0,0.2213649536672059,0.0060790146024117
No recombination,2,0.16,80,2000,1181600,0,-1,1.1625,0.0,0.2471938773941661,0.006725710856915
No recombination,2,0.16,80,2000,1181601,0,-1,1.196875,0.0,0.2483100506347763,0.0064621420246329
No recombination,2,0.16,80,2000,1181602,0,-1,1.0,0.0,0.1750576517882268,0.0057398602735285
No recombination,2,0.16,80,2000,1181603,0,-1,1.115625,0.0,0.2180355941949864,0.0063343712007231
No recombination,2,0.16,80,2000,1181604,0,-1,0.95625,0.0,0.2023895808067804,0.0059637426517681
No recombination,2,0.16,80,2000,1181605,0,-1,1.05,0.0,0.2453775441447718,0.006152613156004
No recombination,2,0.16,80,2000,1181606,0,-1,1.059375,0.0,0.20541949336083,0.0063505238115249
No recombination,2,0.16,80,2000,1181607,0,-1,1.115625,0.0,0.2245129431708808,0.0061366171616314
No recombination,2,0.16,80,2000,1181608,0,-1,0.93125,0.0,0.1846653708589288,0.0058567179898927
No recombination,2,0.16,80,2000,1181609,0,-1,0.953125,0.0,0.1989680119376171,0.0057821288916997
No recombination,2,0.16,80,2000,1181610,0,-1,1.021875,0.0,0.2345691307375585,0.0060105921497164
No recombination,2,0.16,80,2000,1181611,0,-1,1.11875,0.0,0.2286810928011979,0.0060402566606542
No recombination,2,0.16,80,2000,1181612,0,-1,0.990625,0.0,0.2243595343259234,0.0059829209327908
No recombination,2,0.16,80,2000,1181613,0,-1,1.040625,0.0,0.1985426080202217,0.0060112845312356
No recombination,2,0.16,80,2000,1181614,0,-1,1.134375,0.0,0.2371808593373489,0.0062721751137898
No recombination,2,0.16,80,2000,1181615,0,-1,1.171875,0.0,0.2666025624822764,0.0064805471821269
No recombination,2,0.16,80,2000,1181616,0,-1,1.0625,0.0,0.233259083969831,0.0061872687091005
No recombination,2,0.16,80,2000,1181617,0,-1,0.984375,0.0,0.2060363467766602,0.0058279284508047
No recombination,2,0.16,80,2000,1181618,0,-1,1.003125,0.0,0.2051841196036946,0.0059741332045084
No recombination,2,0.16,80,2000,1181619,0,-1,0.984375,0.0,0.2706542926820879,0.00623970546465
No recombination,2,0.16,80,2000,1181620,0,-1,1.103125,0.0,0.2417099127401972,0.0060497940312185
No recombination,2,0.16,80,2000,1181621,0,-1,1.04375,0.0,0.2197580471502567,0.00598609175268
No recombination,2,0.16,80,2000,1181622,0,-1,0.921875,0.0,0.1903157862725791,0.0059832783513756
No recombination,2,0.16,80,2000,1181623,0,-1,0.975,0.0,0.2038547826358521,0.005974285852957
No recombination,2,0.16,80,2000,1181624,0,-1,1.034375,0.0,0.2183601602585181,0.0061737564052333
No recombination,2,0.16,80,2000,1181625,0,-1,0.915625,0.0,0.1927945142852954,0.005741373804494
No recombination,2,0.16,80,2000,1181626,0,-1,1.01875,0.0,0.2312007896579672,0.0060754594164345
No recombination,2,0.16,80,2000,1181627,0,-1,1.096875,0.0,0.2245261527081382,0.006120732460682
No recombination,2,0.16,80,2000,1181628,0,-1,1.090625,0.0,0.2275837744998009,0.0062447807578346
No recombination,2,0.16,80,2000,1181629,0,-1,1.009375,0.0,0.2062031287046886,0.0059007796966126
No recombination,2,0.16,80,2000,1181630,0,-1,0.99375,0.0,0.2085444233180785,0.0060068413183124
No recombination,2,0.16,80,2000,1181631,0,-1,1.09375,0.0,0.2417686695896198,0.0062766102518281
No recombination,2,0.16,80,2000,1181632,0,-1,1.0,0.0,0.2145951753847265,0.0060002599361785
No recombination,2,0.16,80,2000,1181633,0,-1,0.8625,0.0,0.1865629760360202,0.0055498935944785
No recombination,2,0.16,80,2000,1181634,0,-1,1.1625,0.0,0.2534993234527842,0.0063940254799824
No recombination,2,0.16,80,2000,1181635,0,-1,0.965625,0.0,0.249216960611077,0.0062544981346825
No recombination,2,0.16,80,2000,1181636,0,-1,1.015625,0.0,0.2249025704111825,0.0061335867929637
No recombination,2,0.16,80,2000,1181637,0,-1,1.103125,0.0,0.2287972797868607,0.0061899589193485
No recombination,2,0.16,80,2000,1181638,0,-1,1.059375,0.0,0.2536268115353661,0.0061139455111333
No recombination,2,0.16,80,2000,1181639,0,-1,1.040625,0.0,0.2492171137073096,0.006254110209794
No recombination,2,0.16,80,2000,1181640,0,-1,1.009375,0.0,0.2032949388678941,0.0059651258161716
No recombination,2,0.16,80,2000,1181641,0,-1,1.090625,0.0,0.2248114798207273,0.0064062545841542
No recombination,2,0.16,80,2000,1181642,0,-1,1.03125,0.0,0.2134872901137051,0.0057457608853745
No recombination,2,0.16,80,2000,1181643,0,-1,0.975,0.0,0.222665368534371,0.0057990673576361
No recombination,2,0.16,80,2000,1181644,0,-1,0.959375,0.0,0.2124028699315496,0.005865780438703
No recombination,2,0.16,80,2000,1181645,0,-1,0.971875,0.0,0.2171576745422917,0.0060951611682813
No recombination,2,0.16,80,2000,1181646,0,-1,1.040625,0.0,0.2271349690130537,0.0061726679853784
No recombination,2,0.16,80,2000,1181647,0,-1,1.15625,0.0,0.2459837360570673,0.0066683464237588
No recombination,2,0.16,80,2000,1181648,0,-1,1.075,0.0,0.2319434282950817,0.0060327553641285
No recombination,2,0.16,80,2000,1181649,0,-1,1.009375,0.0,0.1904122572123042,0.0058596701127207
No teaching,8,0.03,40,1000,1240300,0,-1,4.259375,0.0,0.2768589724986087,0.018535768675526
No teaching,8,0.03,40,1000,1240301,0,-1,4.553125,0.0,0.2957617220383207,0.0241734282011095
No teaching,8,0.03,40,1000,1240302,0,-1,4.240625,0.0,0.2345217964955065,0.0176518153446587
No teaching,8,0.03,40,1000,1240303,0,-1,4.334375,0.0,0.2525914661545055,0.0246166719337141
No teaching,8,0.03,40,1000,1240304,0,-1,4.928125,0.0,0.2903517745255866,0.0491394962721337
No teaching,8,0.03,40,1000,1240305,0,-1,4.759375,0.0,0.320173139550713,0.0237191906072639
No teaching,8,0.03,40,1000,1240306,0,-1,4.715625,0.0,0.2864078085311655,0.0228631544436758
No teaching,8,0.03,40,1000,1240307,0,-1,4.5625,0.0,0.2856777962152028,0.0185909922000239
No teaching,8,0.03,40,1000,1240308,0,-1,4.6375,0.0,0.2435447232161901,0.0280915217384788
No teaching,8,0.03,40,1000,1240309,0,-1,4.51875,0.0,0.2743691465475958,0.0213402338927354
No teaching,8,0.03,40,1000,1240310,0,-1,4.1125,0.0,0.2027908175692864,0.0190654787883507
No teaching,8,0.03,40,1000,1240311,0,-1,4.615625,0.0,0.2778512927499601,0.0199944675562843
No teaching,8,0.03,40,1000,1240312,0,-1,4.809375,0.0,0.2915894916004964,0.0290681992347157
No teaching,8,0.03,40,1000,1240313,0,-1,4.340625,0.0,0.2823103101454158,0.0196851692660429
No teaching,8,0.03,40,1000,1240314,0,-1,4.596875,0.0,0.2666116124157773,0.0350033852512629
No teaching,8,0.03,40,1000,1240315,0,-1,4.35,0.0,0.2704117021308905,0.0167333485412795
No teaching,8,0.03,40,1000,1240316,0,-1,4.25625,0.0,0.2449200396567173,0.0196639344908993
No teaching,8,0.03,40,1000,1240317,0,-1,4.778125,0.0,0.3108699083908194,0.0254574248569458
No teaching,8,0.03,40,1000,1240318,0,-1,4.221875,0.0,0.2166777444930941,0.0172577005413395
No teaching,8,0.03,40,1000,1240319,0,-1,4.4,0.0,0.2684233427112764,0.0245127544000453
No teaching,8,0.03,40,1000,1240320,0,-1,5.69375,0.009375,0.3392676772228477,0.0691096816414011
No teaching,8,0.03,40,1000,1240321,0,-1,4.265625,0.0,0.2447299202533573,0.0171211695481295
No teaching,8,0.03,40,1000,1240322,0,-1,4.3125,0.0,0.2677244605320881,0.0171915456907915
No teaching,8,0.03,40,1000,1240323,0,-1,4.253125,0.0,0.2408143604143918,0.0181437182559711
No teaching,8,0.03,40,1000,1240324,0,-1,4.728125,0.0,0.2795182103799022,0.0392242441750824
No teaching,8,0.03,40,1000,1240325,0,-1,4.0875,0.0,0.2048546624814162,0.01582821642179
No teaching,8,0.03,40,1000,1240326,0,-1,4.440625,0.0,0.267963224915188,0.0179614557555353
No teaching,8,0.03,40,1000,1240327,0,-1,5.253125,0.0,0.3627971032312666,0.0393137385849989
No teaching,8,0.03,40,1000,1240328,0,-1,4.75,0.0,0.3237337724042858,0.02640007068039
No teaching,8,0.03,40,1000,1240329,0,-1,5.040625,0.0,0.3000214543292321,0.0303805913721561
No teaching,8,0.03,40,1000,1240330,0,-1,4.871875,0.0,0.3263500745988459,0.0527502080431228
No teaching,8,0.03,40,1000,1240331,0,-1,4.515625,0.0,0.2661129069878492,0.021587646356259
No teaching,8,0.03,40,1000,1240332,0,-1,4.59375,0.0,0.274660418046815,0.0195833255428106
No teaching,8,0.03,40,1000,1240333,0,-1,4.340625,0.0,0.2721378153863245,0.017933111916043
No teaching,8,0.03,40,1000,1240334,0,-1,4.4,0.0,0.2552260980150427,0.03512883888179
No teaching,8,0.03,40,1000,1240335,0,-1,4.575,0.0,0.2590170342385588,0.0214618418201235
No teaching,8,0.03,40,1000,1240336,0,-1,4.33125,0.0,0.2211518919940549,0.0164444039185667
No teaching,8,0.03,40,1000,1240337,0,-1,4.575,0.0,0.2772706150640365,0.0212657757395177
No teaching,8,0.03,40,1000,1240338,0,-1,4.584375,0.0,0.2685193275094552,0.0259439786054405
No teaching,8,0.03,40,1000,1240339,0,-1,4.790625,0.0,0.2817068420208108,0.0307419466526804
No teaching,8,0.03,40,1000,1240340,0,-1,4.55,0.0,0.2640344493537759,0.0249951391632648
No teaching,8,0.03,40,1000,1240341,0,-1,4.371875,0.0,0.2359913880799123,0.0194412013138915
No teaching,8,0.03,40,1000,1240342,0,-1,4.715625,0.0,0.2930358455264806,0.0263710442634143
No teaching,8,0.03,40,1000,1240343,0,-1,4.1625,0.0,0.2159696948520831,0.0156642884868118
No teaching,8,0.03,40,1000,1240344,0,-1,4.984375,0.0,0.2951574752021925,0.0233247919596551
No teaching,8,0.03,40,1000,1240345,0,-1,5.415625,0.003125,0.3322259556234327,0.0723133227354954
No teaching,8,0.03,40,1000,1240346,0,-1,4.715625,0.0,0.2748073827283471,0.0294495222397135
No teaching,8,0.03,40,1000,1240347,0,-1,4.43125,0.0,0.2816238384585235,0.0206258352459516
No teaching,8,0.03,40,1000,1240348,0,-1,5.221875,0.00625,0.3248400481504092,0.0664747103996225
No teaching,8,0.03,40,1000,1240349,0,-1,4.453125,0.0,0.273304180370372,0.0241129667313468
No teaching,8,0.06,40,1000,1240600,0,-1,4.540625,0.0,0.2678118564445442,0.0372077338059428
No teaching,8,0.06,40,1000,1240601,0,-1,4.95625,0.0,0.3355065629741841,0.0497675657520586
No teaching,8,0.06,40,1000,1240602,0,-1,4.6125,0.0,0.3088061736246016,0.0279891259057925
No teaching,8,0.06,40,1000,1240603,0,-1,5.975,0.0,0.3480303850958439,0.0927873241091201
No teaching,8,0.06,40,1000,1240604,0,-1,4.453125,0.0,0.2926059087912975,0.0194380455459596
No teaching,8,0.06,40,1000,1240605,0,-1,4.91875,0.0,0.2767017429402694,0.0604376061534687
No teaching,8,0.06,40,1000,1240606,0,-1,4.41875,0.0,0.2359917597884666,0.0187318065349319
No teaching,8,0.06,40,1000,1240607,0,-1,4.9125,0.00625,0.2921322656060203,0.0655453850228736
No teaching,8,0.06,40,1000,1240608,0,-1,5.259375,0.003125,0.3080978422230833,0.0542348081781243
No teaching,8,0.06,40,1000,1240609,0,-1,4.50625,0.0,0.2696244453679178,0.0227097420055781
No teaching,8,0.06,40,1000,1240610,0,-1,4.196875,0.0,0.2445195670773735,0.0183781339377826
No teaching,8,0.06,40,1000,1240611,0,-1,4.58125,0.0,0.2893860772872059,0.0189628314753259
No teaching,8,0.06,40,1000,1240612,0,-1,4.478125,0.0,0.2757042008511359,0.020621143791664
No teaching,8,0.06,40,1000,1240613,0,-1,4.559375,0.0,0.2562220595351213,0.0274605556972806
No teaching,8,0.06,40,1000,1240614,0,-1,4.45625,0.0,0.2760050616557685,0.0184876899759506
No teaching,8,0.06,40,1000,1240615,0,-1,4.734375,0.0,0.2947063014774985,0.0221941248176319
No teaching,8,0.06,40,1000,1240616,0,-1,4.184375,0.0,0.2323542350760105,0.0184360386938973
No teaching,8,0.06,40,1000,1240617,0,-1,5.09375,0.0,0.302903474912963,0.0347605548048841
No teaching,8,0.06,40,1000,1240618,0,-1,4.609375,0.0,0.2698078837116705,0.0216246926439692
